,AAA10Y,ASEANTOT,BAA10Y,BUSAPPWNSAUS,BUSAPPWNSAUSYY,CBUSAPPWNSAUS,CBUSAPPWNSAUSYY,CUUR0000SA0R,DEXCHUS,DEXUSEU,DEXUSUK,DFII10,DFII20,DFII30,DFII5,DFII7,DLTIIT,DPCREDIT,DPRIME,EECTOT,EFFR,EFFRVOL,FRGSHPUSM649NCIS,GVIPT50002S,GVIPT50030S,GVIPT51000S,GVIPT51100S,GVIPT51110S,GVIPT51120S,GVIPT51200S,GVIPT52000S,GVIPT52100S,GVIPT521A3S,GVIPT52300S,GVIPT54000S,GVIPT54100S,GVIPT54200S,GVIPT54220S,INFECTDISEMVTRACKD,IOER,IORR,MEDCPIM158SFRBCLE,MORTGAGE15US,MORTGAGE30US,OBFR,OBFRVOL,PCUADLVWRADLVWR,PCUAINFOAINFO,PCUAMUMAMUM,PCUARETTRARETTR,PCUASHCASHC,PCUASTDSVASTDSV,PCUATRADEATRADE,PCUATRANSATRANS,PCUATRNWRATRNWR,PCUATTDSVATTDSV,PCUAWHLTRAWHLTR,PCUOMFGOMFG,PCUOMINOMIN,SFTPAGRM158SFRBSF,SP500,T10YIE,TEDRATE,TLAACBW027NBOG,TLBACBW027NBOG,TSIFRGHT,UNRATE,WLEMUINDXD
2011/2/3,1.63,103.4,2.61,55900,13.2,11440,-1.29,45.2,6.556,1.3654,1.6159,1.23,1.87,2.13,0.18,0.78,1.89,0.75,3.25,131.2,0.17,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.08,4.81,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,2.35,0.17,11783.358,10439.572,109.5,9,5.17
2011/2/4,1.6,103.4,2.57,55900,13.2,11440,-1.29,45.2,6.556,1.3584,1.6089,1.3,1.92,2.17,0.28,0.89,1.95,0.75,3.25,131.2,0.17,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.08,4.81,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,2.38,0.16,11783.358,10439.572,109.5,9,6.38
2011/2/7,1.58,103.4,2.53,61870,5.94,12080,-10.25,45.2,6.56,1.3557,1.6111,1.32,1.91,2.16,0.31,0.92,1.95,0.75,3.25,131.2,0.17,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.08,4.81,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,2.36,0.15,11783.358,10439.572,109.5,9,10.21
2011/2/8,1.56,103.4,2.5,61870,5.94,12080,-10.25,45.2,6.552,1.3687,1.6091,1.39,1.96,2.21,0.44,1.03,2,0.75,3.25,131.2,0.16,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0.45,0.25,0.25,2.81696886,4.08,4.81,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,2.36,0.16,11783.358,10439.572,109.5,9,22.99
2011/2/9,1.59,103.4,2.53,61870,5.94,12080,-10.25,45.2,6.5914,1.3688,1.6089,1.34,1.92,2.18,0.39,0.98,1.97,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.08,4.81,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,2.31,0.17,11883.648,10536.178,109.5,9,11.49
2011/2/10,1.61,103.4,2.55,61870,5.94,12080,-10.25,45.2,6.5864,1.3637,1.6132,1.39,1.98,2.25,0.48,1.04,2.04,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.29,5.05,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,2.31,0.19,11883.648,10536.178,109.5,9,40.19
2011/2/11,1.62,103.4,2.56,61870,5.94,12080,-10.25,45.2,6.5917,1.352,1.5986,1.36,1.94,2.21,0.5,1.05,2,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.29,5.05,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,2.28,0.19,11883.648,10536.178,109.5,9,6.26
2011/2/14,1.59,103.4,2.53,59170,5.04,11600,-9.16,45.2,6.5965,1.3474,1.6023,1.34,1.91,2.18,0.51,1.06,1.98,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0.59,0.25,0.25,2.81696886,4.29,5.05,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1332.32,2.28,0.18,11883.648,10536.178,109.5,9,30.44
2011/2/15,1.65,103.4,2.53,59170,5.04,11600,-9.16,45.2,6.5884,1.3494,1.6128,1.33,1.91,2.17,0.44,1,1.97,0.75,3.25,131.2,0.16,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0.45,0.25,0.25,2.81696886,4.29,5.05,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1328.01,2.28,0.18,11883.648,10536.178,109.5,9,23.19
2011/2/16,1.65,103.4,2.53,59170,5.04,11600,-9.16,45.2,6.5884,1.3547,1.6063,1.37,1.95,2.21,0.43,1.01,1.99,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0.34,0.25,0.25,2.81696886,4.29,5.05,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1336.32,2.25,0.19,11859.328,10507.025,109.5,9,45.74
2011/2/17,1.68,103.4,2.56,59170,5.04,11600,-9.16,45.2,6.585,1.3612,1.6172,1.31,1.9,2.19,0.33,0.92,1.95,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0.87,0.25,0.25,2.81696886,4.27,5,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1340.43,2.27,0.22,11859.328,10507.025,109.5,9,14.88
2011/2/18,1.7,103.4,2.58,59170,5.04,11600,-9.16,45.2,6.5731,1.3673,1.6245,1.25,1.86,2.16,0.26,0.87,1.91,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.27,5,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1343.01,2.34,0.21,11859.328,10507.025,109.5,9,12.48
2011/2/21,,103.4,,57020,14.34,11510,0.44,45.2,,,,,,,,,,0.75,,131.2,,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0.61,0.25,0.25,2.81696886,4.27,5,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,,,,11859.328,10507.025,109.5,9,31.41
2011/2/22,1.74,103.4,2.62,57020,14.34,11510,0.44,45.2,6.5795,1.3661,1.6129,1.12,1.76,2.08,0.07,0.69,1.81,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.27,5,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1315.44,2.34,0.19,11859.328,10507.025,109.5,9,40.86
2011/2/23,1.71,103.4,2.6,57020,14.34,11510,0.44,45.2,6.5741,1.3758,1.6221,1.1,1.75,2.06,0.01,0.65,1.79,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.27,5,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1307.4,2.39,0.19,11967.252,10605.096,109.5,9,34.44
2011/2/24,1.68,103.4,2.59,57020,14.34,11510,0.44,45.2,6.572,1.3794,1.6106,1.05,1.69,2,-0.01,0.62,1.73,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.22,4.95,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1306.1,2.41,0.18,11967.252,10605.096,109.5,9,20.21
2011/2/25,1.7,103.4,2.6,57020,14.34,11510,0.44,45.2,6.5749,1.3757,1.6078,1.02,1.66,1.97,-0.01,0.61,1.7,0.75,3.25,131.2,0.15,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.22,4.95,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1319.88,2.4,0.18,11967.252,10605.096,109.5,9,12.45
2011/2/28,1.67,103.4,2.57,57210,18.01,11710,6.36,45.2,6.5713,1.3793,1.6247,1.03,1.66,1.96,-0.02,0.6,1.73,0.75,3.25,131.2,0.16,,1.036,2973.446,3902.9074,2235.943,418.5891,255.5683,163.0023,1817.4808,737.9322,582.2668,710.0883,127.8279,929.6313,256.7419,672.9938,260.5444,0,0.25,0.25,2.81696886,4.22,4.95,,,123.6,101.9,116.2,111.3,112.2,105.9,114.1,114.5,116.8,106.8,118.2,183.3,232.4,-0.005527723,1327.22,2.39,0.16,11967.252,10605.096,109.5,9,50.61
2011/3/1,1.68,104.4,2.59,57210,18.01,11710,6.36,44.7,6.57,1.3813,1.6309,1,1.63,1.94,-0.06,0.57,1.69,0.75,3.25,132.8,0.15,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.22,4.95,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1306.33,2.41,0.17,11967.252,10605.096,111.1,9,30.21
2011/3/2,1.7,104.4,2.6,57210,18.01,11710,6.36,44.7,6.5723,1.3869,1.6311,1.01,1.64,1.94,-0.09,0.54,1.71,0.75,3.25,132.8,0.16,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.22,4.95,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1308.44,2.45,0.18,11943.277,10589.603,111.1,9,11.3
2011/3/3,1.63,104.4,2.55,57210,18.01,11710,6.36,44.7,6.5717,1.3947,1.6266,1.09,1.69,2,0.03,0.64,1.77,0.75,3.25,132.8,0.15,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.87,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1330.97,2.49,0.18,11943.277,10589.603,111.1,9,9.95
2011/3/4,1.68,104.4,2.6,57210,18.01,11710,6.36,44.7,6.567,1.3983,1.625,1,1.62,1.94,-0.07,0.55,1.69,0.75,3.25,132.8,0.15,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.87,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1321.15,2.49,0.19,11943.277,10589.603,111.1,9,18.25
2011/3/7,1.68,104.4,2.59,54500,-0.75,11320,-9.8,44.7,6.554,1.3976,1.6204,1,1.62,1.93,-0.07,0.55,1.7,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0.59,0.25,0.25,1.744190028,4.15,4.87,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1310.13,2.51,0.2,11943.277,10589.603,111.1,9,50.03
2011/3/8,1.68,104.4,2.59,54500,-0.75,11320,-9.8,44.7,6.5684,1.3912,1.6164,1.01,1.64,1.95,-0.09,0.55,1.71,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0.45,0.25,0.25,1.744190028,4.15,4.87,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1321.82,2.55,0.2,11943.277,10589.603,111.1,9,69.06
2011/3/9,1.7,104.4,2.61,54500,-0.75,11320,-9.8,44.7,6.558,1.3906,1.6202,0.98,1.61,1.92,-0.09,0.55,1.68,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.87,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1320.02,2.5,0.21,12045.82,10686.602,111.1,9,22.71
2011/3/10,1.76,104.4,2.66,54500,-0.75,11320,-9.8,44.7,6.5731,1.3823,1.6063,0.91,1.53,1.85,-0.17,0.46,1.6,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.88,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1295.11,2.46,0.23,12045.82,10686.602,111.1,9,24.73
2011/3/11,1.73,104.4,2.63,54500,-0.75,11320,-9.8,44.7,6.5742,1.3864,1.6033,0.96,1.58,1.89,-0.11,0.52,1.64,0.75,3.25,132.8,0.13,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.88,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1304.28,2.44,0.23,12045.82,10686.602,111.1,9,88.27
2011/3/14,1.76,104.4,2.65,58870,3.14,12430,-5.55,44.7,6.5696,1.3975,1.6181,0.93,1.57,1.89,-0.15,0.49,1.64,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.88,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1296.39,2.43,0.22,12045.82,10686.602,111.1,9,311.62
2011/3/15,1.77,104.4,2.68,58870,3.14,12430,-5.55,44.7,6.573,1.3968,1.6064,0.93,1.56,1.87,-0.16,0.47,1.62,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.88,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1281.87,2.4,0.21,12045.82,10686.602,111.1,9,142.85
2011/3/16,1.8,104.4,2.71,58870,3.14,12430,-5.55,44.7,6.5713,1.3922,1.6028,0.85,1.49,1.8,-0.22,0.42,1.55,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.15,4.88,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1256.88,2.37,0.21,11966.461,10601.815,111.1,9,52.44
2011/3/17,1.8,104.4,2.72,58870,3.14,12430,-5.55,44.7,6.5743,1.4021,1.6143,0.82,1.47,1.79,-0.27,0.39,1.54,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0.29,0.25,0.25,1.744190028,3.97,4.76,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1273.72,2.43,0.23,11966.461,10601.815,111.1,9,19.87
2011/3/18,1.79,104.4,2.69,58870,3.14,12430,-5.55,44.7,6.5689,1.4141,1.6187,0.85,1.49,1.8,-0.22,0.44,1.55,0.75,3.25,132.8,0.15,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,3.97,4.76,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1279.2,2.43,0.24,11966.461,10601.815,111.1,9,12.72
2011/3/21,1.75,104.4,2.64,57940,2.19,12890,-4.59,44.7,6.5635,1.4184,1.6276,0.9,1.52,1.83,-0.16,0.49,1.58,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,1.21,0.25,0.25,1.744190028,3.97,4.76,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1298.38,2.44,0.21,11966.461,10601.815,111.1,9,31.08
2011/3/22,1.74,104.4,2.64,57940,2.19,12890,-4.59,44.7,6.551,1.4212,1.6387,0.95,1.55,1.85,-0.12,0.54,1.61,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,3.97,4.76,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1293.77,2.39,0.21,11966.461,10601.815,111.1,9,55.85
2011/3/23,1.73,104.4,2.63,57940,2.19,12890,-4.59,44.7,6.5591,1.4124,1.6246,0.98,1.58,1.88,-0.09,0.57,1.65,0.75,3.25,132.8,0.14,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,3.97,4.76,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1297.54,2.38,0.22,11995.012,10629.348,111.1,9,39.77
2011/3/24,1.69,104.4,2.59,57940,2.19,12890,-4.59,44.7,6.558,1.42,1.6159,0.95,1.56,1.88,-0.08,0.55,1.65,0.75,3.25,132.8,0.13,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.04,4.81,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1309.66,2.47,0.22,11995.012,10629.348,111.1,9,14.91
2011/3/25,1.68,104.4,2.58,57940,2.19,12890,-4.59,44.7,6.5568,1.4144,1.6086,1.02,1.6,1.9,0.01,0.63,1.68,0.75,3.25,132.8,0.13,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.04,4.81,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1313.8,2.44,0.22,11995.012,10629.348,111.1,9,63.32
2011/3/28,1.65,104.4,2.56,57400,15.8,13270,2.95,44.7,6.5643,1.4104,1.6024,1.01,1.6,1.9,0.05,0.65,1.68,0.75,3.25,132.8,0.13,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.04,4.81,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1310.19,2.46,0.2,11995.012,10629.348,111.1,9,10.4
2011/3/29,1.68,104.4,2.59,57400,15.8,13270,2.95,44.7,6.56,1.409,1.5983,1.03,1.61,1.92,0.05,0.65,1.7,0.75,3.25,132.8,0.13,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.04,4.81,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1319.44,2.47,0.21,11995.012,10629.348,111.1,9,55.96
2011/3/30,1.69,104.4,2.59,57400,15.8,13270,2.95,44.7,6.5558,1.4095,1.6038,1,1.59,1.9,0.02,0.63,1.68,0.75,3.25,132.8,0.13,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0,0.25,0.25,1.744190028,4.04,4.81,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1328.26,2.47,0.2,12100.466,10735.606,111.1,9,17.38
2011/3/31,1.68,104.4,2.58,57400,15.8,13270,2.95,44.7,6.5483,1.4183,1.6048,0.99,1.58,1.88,0.03,0.64,1.66,0.75,3.25,132.8,0.1,,1.108,2987.6911,3927.4911,2250.2214,427.6921,263.1534,164.5353,1822.4193,738.0119,582.8949,709.5462,126.6538,939.7856,258.8537,681.0497,269.2955,0.29,0.25,0.25,1.744190028,4.09,4.86,,,123.9,102,118.3,113.1,112.4,105.7,115.8,116.8,118.7,106.7,119.7,187.3,241.7,-0.001928431,1325.83,2.48,0.21,12100.466,10735.606,111.1,9,125.02
2011/4/1,1.67,104.2,2.58,57400,15.8,13270,2.95,44.5,6.5477,1.4215,1.6132,0.94,1.53,1.83,-0.01,0.59,1.61,0.75,3.25,134,0.11,,1.113,2958.1011,3891.805,2228.4524,406.7494,245.1206,161.5912,1821.9136,730.19,574.4645,700.7158,126.2615,933.5884,258.8575,674.8322,262.7699,0.36,0.25,0.25,2.249219246,4.09,4.86,,,124.7,102.1,120,112.3,112.5,106.8,115.7,117.7,119.6,107.5,120.8,190.2,256.6,0.008211696,1332.41,2.52,0.23,12100.466,10735.606,110.5,9.1,12.36
2011/4/4,1.68,104.2,2.58,57440,0.9,12810,-3.68,44.5,6.5385,1.4221,1.6129,0.91,1.51,1.82,-0.09,0.52,1.59,0.75,3.25,134,0.09,,1.113,2958.1011,3891.805,2228.4524,406.7494,245.1206,161.5912,1821.9136,730.19,574.4645,700.7158,126.2615,933.5884,258.8575,674.8322,262.7699,0,0.25,0.25,2.249219246,4.09,4.86,,,124.7,102.1,120,112.3,112.5,106.8,115.7,117.7,119.6,107.5,120.8,190.2,256.6,0.008211696,1332.87,2.54,0.24,12100.466,10735.606,110.5,9.1,10.07
2011/4/5,1.65,104.2,2.55,57440,0.9,12810,-3.68,44.5,6.539,1.423,1.6282,0.94,1.52,1.82,-0.04,0.57,1.6,0.75,3.25,134,0.09,,1.113,2958.1011,3891.805,2228.4524,406.7494,245.1206,161.5912,1821.9136,730.19,574.4645,700.7158,126.2615,933.5884,258.8575,674.8322,262.7699,0,0.25,0.25,2.249219246,4.09,4.86,,,124.7,102.1,120,112.3,112.5,106.8,115.7,117.7,119.6,107.5,120.8,190.2,256.6,0.008211696,1332.63,2.56,0.22,12100.466,10735.606,110.5,9.1,15.49
2011/4/6,1.66,104.2,2.55,57440,0.9,12810,-3.68,44.5,6.544,1.4333,1.6314,0.99,1.59,1.9,-0.02,0.59,1.68,0.75,3.25,134,0.1,,1.113,2958.1011,3891.805,2228.4524,406.7494,245.1206,161.5912,1821.9136,730.19,574.4645,700.7158,126.2615,933.5884,258.8575,674.8322,262.7699,0.32,0.25,0.25,2.249219246,4.09,4.86,,,124.7,102.1,120,112.3,112.5,106.8,115.7,117.7,119.6,107.5,120.8,190.2,256.6,0.008211696,1335.54,2.57,0.23,12166.639,10802.474,110.5,9.1,11.05
